index,song,year,artist,genre,lyrics
26,the-first-day,2007,beyonce-knowles,Pop,"Remember the first day when I saw your face
remember the first day you smiled at me
you stepped to me and then you said to me
I was the women you dreamed about
remember the first day when you called my house
remember the first day when you took me out
we had butterflies
although we tried to hide it
and we both had a beautiful night
the way we held each others hands
the way we talked
the way we laughed
it felt so good to find true love
I knew right then and there you were the one
ohhh
I know that he loves me cause he told me so
I know that he loves me cause his feelings show
when he stares at me
you see he cares for me
you see how he's so deep in love
I know that he loves me cause it's obvious
I know that he loves me cause it's me he trusts
and he's missin me
if he's not kissin me
and when he looks at me
his brown eyes tell his soul
remember the first day, the first day we kissed
remember the first day we had an arguement
we apologized and then we compromised
and we haven't argued since
remember the first day we stopped playing games
remember the first day you fell in love with me
it felt so good for you to say those words
cause I felt the same way too
the way we held each others hands
the way we talked
the way we laughed
it felt so good to find true love
I knew right then and there you were the one
ohhhh
I know that he loves me cause he told me so
I know that he loves me cause his feelings show
when he stares for me, you see he cares for me
you see how he's so deep in love
I know that he loves me cause it's obvious
I know that he loves me cause it's me he trusts
and he's missin me
if he's not kissin me
and when he looks at me his brown eyes tell his soul
I'm so happy
so happy that your in my life
and baby now that your a part of me
you've showed me
showed me the true meaning of love
and I know he loves me
I know that he loves me cause he told me so
I know that he loves me cause his feelings show
when he stares for me
you see he cares for me
you see how he's so deep in love
I know that he loves me cause it's obvious
I know that he loves me cause it's me he trusts
and he's missin me
if he's not kissin me
and when you looks at me
his brown eyes tell his soul
and when he looks at me his brown eyes tell his soul"
27,my-man,2007,beyonce-knowles,Pop,"you say that he's wrong
you say that he's no good
leave em alone 'cause he's gonna hurt you
but what they don't know is how he makes me feel
you say that he creeps
always runnin' the streets
he's playing the game
and he'll never love me
you say that he's fake but why does it feel so real
Hook
no matter what you say i ain't goin no where
no matter what you think i will always be there
the love that we share it lives inside of me
no matter what you hear it's all in the past
no matter what you feelin this love is gone last
the heart of his soul it breeds inside of me
Chorus
My man, he makes me feel so special
My man, he makes me feel so precious
My man, he makes me feel wonderful
My man, with him I'm so comfortable
My man, he makes me feel so special
My man, he makes me feel so precious
My man, he makes me feel wonderful
He's thugged out but he's my man
Verse
you say you don't trust em
because he been locked up
you say that he trouble 'cause he out in the strip club
but you were young once so you should understand
you say that you know
so you been a witness
you say it's foshow
say he got a mistress
until you can show me i'm gone stand by him
Hook
no matter what you say i ain't goin no where
no matter what you think i gon always be there
the love that we share it lives inside of me
no matter what you hear it is all in the past
no matter what you feelin this love is gone last
the heart of his soul it breeds inside of me
Chorus
My man, he makes me feel so special
My man, he makes me feel so precious
My man, he makes me feel wonderful
My man, with him I'm so comfortable
My man, he makes me feel so special
My man, he makes me feel so precious
My man, he makes me feel wonderful
He's thugged out but he's my man
Chorus
My man, he makes me feel so special
My man, he makes me feel so precious
My man, he makes me feel wonderful
My man, with him I'm so comfortable
My man, he makes me feel so special
My man, he makes me feel so precious
My man, he makes me feel wonderful
He's thugged out but he's my man"
28,what-s-it-gonna-be,2007,beyonce-knowles,Pop,"1st verse:
hey you what's the deal, its popping up in here, wanna have a good time, just tryna chill, when i couldn't help but notice how you're staring at me, ooh, baby, you're so fine, you deserve my time, with those sexy eyes your qualified, so boy, why don't ya, baby why won't ya, come and talk to me.
Pre-chorus: Ooh, I wanna get closer, ooh, baby let me show ya, ooh, see you coming over making your move, I'm waiting on you too, ooh, tell me what I wanna hear, ooh, whisper something in my ear, ooh, your making me feel so sexy baby we can get up out of here.
Chorus: What's it gonna be boy(i'm watching you, you watching me), What's it gonna be boy(can't you feel this chemistry),what's it gonna be boy(it's so damn crowded, we should leave)what's it gonna be boy(tell me what's it gonna be)
2nd verse:
can we take it there, cause they're about to close give me one more dance then I'm ready to go, well the dj's playing all the same songs and the night's about to end, can we meet, in the parking lot, find a quiet place were we can talk, to find out more about each other, baby can we?
Repeat Pre-chorus and Chorus
Bridge:
You know I'm feelin you tonight,
So let's find a certain spot to go
Where we can get to know each other better
I'll go and tell my girls
You go and tell your boys
Before we leavin' tell me whats it' gon' be (repeat 1x)
Chorus until fade"
29,if,2007,beyonce-knowles,Pop,"He is always laughin' and flirting with me
And you act like you don't even care
As a matter of fact you've been real distance lately
Actin' like I'm not even there
He says that you don't deserve a girl like me
I'm startin' to think that he's right
Baby, if you let him take me from you
I guess I finally see
If you let him take me from you
You never wanted me
If this happen
Then it proves that your love was never true
If you let him take me from you, baby
If you let him take me from you
Why is that, when we go out
Out together as one big crew
I tried to chill with you, dance or whatever
And your homeboy is more interested than you
He pays more attention to me than you lately
I'm tended to pay attention too
Baby, if you let him take me from you
I guess I finally see
If you let him take me from you
You never wanted me
If this happen
Then it proves that your love was never true
If you let him take me from you, baby
If you let him take me from you
Boy, when I tried to show some affection to you
You act like you got better things to do
You want some lovin' that's when it's cool
But, baby boy, I'm not a fool
Baby, if you let him take me from you
I guess I finally see
If you let him take me from you
You never wanted me
(Wanted me)
If this happen, then it proves that your love was never true
(No, no, no, how could you let him take your woman)
If you let him take me from you, baby
If you let him take me from you
(How you gonna let him take me from you)
If you let him take me from you
I guess I finally see
If you let him take me from you
No, no, you never wanted me
If this happen, then it proves that yourl ove was never true
(Just, let me go, let me go, just let me know)
If you let him take me from you, baby
If you let him take me from you
If you let him take me from you"
30,a-girl-with-no-name,2007,beyonce-knowles,Pop,"You don't care about me at all
You treat me like dirt all the time
what do I have to do
oh baby your not my boo
Chorus:
cause you treat me like a girl with no name
I wonder if it'll be the same
why can't you call me Beyonce
or is it that your not happy
cause i'm a girl with no name
Why are we together and we don't talk to eachother
why do you call me baby
I told you my name is beyonce
so thats all I have to say
Chorus:
you treat me like a girl with no name
I wonder if you'll be the same
will you love me for ever for life
will you ask me to be your wife 2x
cause i'm just a girl with no name
a girl with no name
so baby!
call me by my name please!
I wonder if you want to be
my......
baby boo
you treat me like a girl with no name
I wonder if you'll be the same
I try so hard to let it go
but you made me wanna go home
cause i'm just a girl with no name
cause i'm just a girl with no name
i'm just a girl
with no name
( she's just a girl with no name)
its over"
31,bello-embustero-beautiful-liar-spanish-version,2007,beyonce-knowles,Pop,"Ay! Ay! Ay!
Oh! Beyonce, Beyonce
Oh! Beyonce, Beyonce
(Hey!)
Miente, lo ves es un juego
(Yo conozco cosas del que tu no quieres ni saber)
Sabe decir lo que quieres oir, un bello embustero
(Solo por placer nuestra amistad no vamos a perder)
A mi tambien siempre quiere verme sola
No hay que caer en su trampa una vez mas
Ay! No nos pelearemos
Ay! No nos va a enga̱ar
Ay! No terminaremos
Por un bello embustero
No nos va dividir
No, no nos va a incitar
No vamos a sufrir
Por un bello embustero
Confiaba en el mas cuando lo que encontre besandote el cuello
(Pero el no lo podia creer las dos caimos en su red, si)
Por que a ti, si hay mil por ahi, el es un perro
(Las dos sin querer caimos presas a su pie)
A mi tambien siempre quiere verme sola
No hay que caer en su trampa una vez mas
Ay! No nos pelearemos
Ay! No nos va a enga̱ar
Ay! No terminaremos
Por un bello embustero
No nos va dividir
No, no nos va a incitar
No vamos a sufrir
Por un bello embustero
Lo creia tan mio, yo vivia por el
Fuimos un desafio que pudo mas que el
Es un hombre muy frio, no es de una mujer!
(Hey!)
(Ay! Beyonce, Beyonce)
Ya no nos puede engaar
(Ay! Beyonce, Beyonce)
(Oh! Bisasha, Bisasha)
Paremos con su juego
(Oh! Bisasha, Bisasha)
(Ay! Beyonce, Beyonce)
Ya basta de sus mentiras
(Ay! Beyonce, Beyonce)
(Oh! Bisasha, Bisasha)
Dile adios por las dos
(Oh! Bisasha, Bisasha)
(Hey!)
Ay! No nos pelearemos
Ay! No nos va a enga̱ar
Ay! No terminaremos
Por un bello embustero
No nos va dividir
No, no nos va a incitar
No vamos a sufrir
Por un bello embustero
El no nos va a separar!"
32,vois-sur-ton-chemin,2007,beyonce-knowles,Pop,"Vois sur ton chemin
Gamins oublis gars
Donne-leur la main
Pour les mener
Vers d'autres lendemains
Sens au coeur de la nuit
L'onde d'espoir
Ardeur de la vie
Sentier de gloire
Bonheurs enfantins
Trop vite oublis effacs
Une lumire dore brille sans fin
Tout au bout du chemin
Sens au coeur de la nuit
L'onde d'espoir
Ardeur de la vie
Sentier de gloire
[American Boy Choir]
Aaaaaaaaa-oooo
Vois sur ton chemin
Gamins oublis gars
Donne leur la main
Pour les mener
Vers d'autres lendemains
Sens au coeur de la nuit
L'onde d'espoir
Ardeur de la vie
Sens au coeur de la nuit
Aaaaaaaaa
Sentier de gloire!"
33,flaws-all,2007,beyonce-knowles,Pop,"I'm a train wreck in the morning
I'm a bitch in the afternoon
Every now and then without warning
I can be really mean towards you
I'm a puzzle yes indeed
Ever complex in every way
And all the pieces aren't even in the box
And yet you see the picture clear as day
I don't know why you love me
And that's why I love you
You catch me when I fall
Accept me, flaws and all
And that's why I love you
And that's why I love you
And that's why I love
I neglect you when I'm working
When I need attention I tend to nag
I'm a host of imperfection
And you see past all that
I'm a peasant by some standards
But in your eyes I'm a queen
You see potential in all my flaws
And that's exactly what I need
I don't know why you love me
And that's why I love you
You catch me when I fall
Accept me, flaws and all
And that's why I love you
And that's why I love you
And that's why I love you
Don't know why you love me
And that's why I love you
Catch me when I fall
Accept me flaws and all
And that's why I love you
And that's why I love you
And that's why I love you
You, you, you"
34,i-can-t-take-no-more,2007,beyonce-knowles,Pop,"Verse 1:
It's really been weighing on me
Tell me what did I do
To have ya'll hating on me
When I don't have nothing to prove
Sometimes I shake my head
When I'm laying down in my bed
Thinking 'bout the things been said
When you really don't know me yet
Pre-Chorus:
Gotta clear up some things
There have been many things said about me
So many opinions, so many judgements, preconceived
It's out my character for me to feed into ya,
give it a rest
You must admire me spend so much time on me
consuming yo head...
Chorus:
I can't take no more
(I think its time for me to let it all out)
I can't take no more
(Why my name always up in yo mouth)
What you hate me for
(I'm so tired of all of these lies)
I can't take no more (hey), no more (no more), no more
Verse 2:
It's really been weighing on me
I'm not myself lately
I feel a little incomplete
But I'm not gone lose no sleep
I keep it all in my mind
Cause it gotta get better in time
Why don't you live your life
And let me live mine
Pre-Chorus:
Gotta clear up some things,
There have been many things said about me (said about me)
So many opinions, so many judgements, preconceived (preconceived)
Its out of my character for me to feed into ya,
give it a rest(give it a rest)
You must admire me spend so much time on me
consuming yo head (and I cant take it no more)
Chorus:
I can't take no more
(I think its time for me to let it all out)
I can't take no more
(Why my name always up in yo mouth)
What you hate me for
(I'm so tired of all of these lies)
I can't take no more, (hey) , no more, (no more), no more
Break-down/Bridge:
You,You, You don't know...(repeat x4)
Chorus (x2):
I can't take no more
(I think its time for me to let it all out)
I can't take no more
(Why my name always up in yo mouth)
What you hate me for
(I'm so tired of all of these lies)
I can't take no more, (hey) , no more, (no more), no more
Leave me alone, leave me alone
Just leave me alone, leave me alone,
Just leave me alone, leave me alone,
Just leave me alone, leave me alone"
35,bonnie-and-clyde-ft-jay-z,2007,beyonce-knowles,Pop,"Uhh uhh uhh.
You ready 'b' Let's go get 'em..
Look for me! Young, be
Cruisin' down the westside... highway
Doing what we like to do... our, way
Eyes behind shades, this necklace the reason
All of my dates been blind dates
But today, I got my thoroughest girl wit me
I'm mashin' the gas, she's grabbin' the wheel, it's true to the heart
She rides with me - the new Bobby and Whitney
Only time we don't speak is during ""Sex and the City""
She gets Carrie fever, but soon as the show is over
She's right back to being my soldier
'Cause mami's a rider, and I'm a roller
Put us together, how they gon' stop both us?
What ever she lacks, I'm right over her shoulder
When I'm off track mami is keepin me focused
So let's, lock this down like it's supposed to be
The '03 Bonnie and Clyde, Hov' and be
[Chorus]
[Jay] All I need in this life of sin, is me and my girlfriend.
[Bey] Down to ride 'til the very end, it's me and my boyfriend.
[Jay] All I need in this life of sin, is me and my girlfriend.
[Bey] Down to ride 'til the very end, it's me and my boyfriend.
The problem is, you dudes treat the one that you lovin
With the same respect that you treat the one that you humpin
Now they 'bout nothin - if ever you mad about somethin
It won't be that; oh no it won't be that
I don't be at, places where we comfy at
With no be-atch; oh no you won't see that
And no, I ain't perfect - nobody walkin this earth's surface is
But girlfriend, work with the kid
I keep you workin that Hermes Burkin bag,
Manolo Blahnik, Timbs, aviator lens
600 drops, Mercedes Benz
The only time you wear Burberry to swim
And I don't have to worry, only worry is him
She do anything necessary for him
And I do anything necessary for her
So don't let the necessary occur, yep!
[Chorus]
(Talk to 'em B)
If I was your girlfried,
I'll be there for you, if somebody hurts you,
Even if that somebody is me
Yeah-hee (break it down for 'em)
Sometimes I trip on how happy we could be
And so I put this on my life
Nobody or nothing will ever come between us
And I promise I'll give my life
And all of my trust if you was my boyfriend
Put this on my life
The air that I breathe in, all that I believe in
I promise I'll give my life
My love and my trust if you was my boyfriend
[Chorus]"
36,keep-givin-your-love-to-me,2007,beyonce-knowles,Pop,"Hey yo, B
This a good look right here, yeah
Bad Boy, baby, uh
Hey yo, B
I've been wanting to explain to you what it is that you do to me
Got me open, I am so in love with loving you
Touching places, no one else has ever made me feel incredible
When you touch me, I feel sexy, no one else like you
Got me going off all the love you give me
I'd be crazy to ever want to leave
I love the way your hands belong over there
Please don't say you're gonna stop loving me
Ohh, keep giving your love to me
Ohh, keep giving your love to me
Ohh, when you're giving your love to me
Ohh, it's like you're making love to me
Ohh, keep giving your love to me
Ohh, keep giving your love to me
Ohh, the way you're giving your love to me
Ohh, it's like you're making love to me
I lose all control when you are here and baby, it amazes me
How could someone be so sexy and love like you do
Oh baby, do you understand the power that you posses over me
Can't accept this feeling and I don't think I want to
Got me going off all the love you give me
I'd be crazy to ever want to leave
I love the way your hands belong over there
Please don't say you're gonna stop loving me
Ohh, keep giving your love to me
Ohh, keep giving your love to me
Ohh, when you're giving your love to me
Ohh, it's like you're making love to me
Ohh, keep giving your love to me
Ohh, keep giving your love to me
Ohh, the way you're giving your love to me
Ohh, it's like you're making love to me
It's crazy how much I'm in love with you
It's all 'cause you love me the way you do
Don't want no other love but you
'Cause no one else has ever made me feel this good
Ohh, keep giving your love to me
Ohh, keep giving your love to me
Ohh, when you're giving your love to me
Ohh, it's like you're making love to me
Ohh, keep giving your love to me
Ohh, keep giving your love to me
Ohh, the way you're giving your love to me
Ohh, it's like you're making love to me
Making love to me
Making love to me
Making love to me
Making love to me
Making love to me, me, me"
37,listen,2007,beyonce-knowles,Pop,"Listen to the song here in my heart
A melody I start but can't complete
Listen to the sound from deep within
Its only beginning to find release
Oh the time has come for my dreams to be heard
They will not be pushed aside and turned
Into your own, all 'cause you won't listen
Listen, I am alone at a crossroads
I'm not at home in my own home
And I've tried and tried
To say what's on my mind
You should have known
Now I'm done believing you
You don't know what I'm feeling
I'm more than what
You've made of me
I followed the voice, you gave to me
But now I've gotta find my own
You should have listened
There was someone here inside
Someone I thought had died
So long ago
Oh I'm screaming out
And my dreams will be heard
They will not be pushed aside or turned
Into your own
All 'cause you won't listen
Listen, I am alone at a crossroads
I'm not at home in my own home
And I've tried and tried
To say what's on my mind
You should have known
Now I'm done believing you
You don't know what I'm feeling
I'm more than what
You've made of me
I followed the voice, you gave to me
But now I've gotta find my own
I don't know where I belong
But I'll be moving on
If you don't, if you won't
Listen to the song here in my heart
A melody I start, but I will complete
Now I am done believing you
You don't know not what I am feeling
I'm more than what you've made of me
I followed the voice you think you gave to me
But now I got to find my own, my own"
38,welcome-to-hollywood,2007,beyonce-knowles,Pop,"It ain't for everybody
(Uhh)
Welcome to Hollywood, baby
(Take a picture)
Uh huh, you coming with?
(Let's not even talk about it)
Let's do it
(Let's go)
I see your jealousy as you watching
You watching
It's kinda sexy to me how you watching
You watching
I see your face
(I see your face)
You wanna touch it
(You wanna touch it)
Come to my place
(Come to my place)
And let's discuss it
(Let's chop it up)
Tonight you'll be a superstar
Come let me sign you up
(Let's get into it)
Ooh, it's the lights
(You blinded by the)
Action
(You need that)
Hollywood
Ooh it's the lights
(You blinded by the)
Satisfaction
(You need that)
Hollywood
You gots to get it
Oh, oh, oh, oh, oh, oh, oh
Do you want it?
Oh, oh, oh, oh, oh, oh, oh
But you don't need it
Oh, oh, oh, oh, oh, oh, oh
Until you do
Oh, oh, oh
Until you do
Oh, oh, oh
Hey
I see your face
(I see your face)
You wanna touch it
(You wanna touch it)
Come to my place
(Come to my place)
And let's discuss it
(Let's chop it up)
Tonight you'll be a superstar
Come let me sign you up
Ooh it's the lights
(You blinded by the)
Action
(You need that)
Hollywood
Ooh it's the lights
(You blinded by the)
Satisfaction
(You need that)
Hollywood
You hear em screamin'
Oh, oh, oh, oh, oh, oh, oh
Cameras rollin
Oh, oh, oh, oh, oh, oh, oh
You so addicted
Oh, oh, oh, oh, oh, oh, oh
Like Hollywood
Oh, oh, oh
Ain't nothin' like Hollywood
Oh, oh, oh
Hey
And everybody's warning you about it
And once you taste you can't live without it
Not 'cause you choose to not live without it
It's now a part of you
(It's now a part of you)
And everybody warning you about it
And once you taste you can't live
Ooh, it's the lights
(It's the lights)
Action
(Action)
Hollywood
(Hollywood)
Ooh, it's the lights
(Satisfaction)
Satisfaction
(So addictive)
(Hey)
Hollywood
(Hollywood)
Now you wanna be seen, male groupies
Now you've become what you once despised
James Dean, John Beluchi
Blow your whole life, tryna live in the lights
Heroin's followin', Marilyn, hoppin' over the edge
Just like Janice Joplin, river Phoenix,
Jimi Hendrix, Jimmy Morrison
All of them ended by Hollywood
I see your face and a
You wanna touch it and
Come to my place and
We can discuss it, Hollywood
Welcome to Hollywood"
39,my-first-time,2007,beyonce-knowles,Pop,"All in all, you've been there for me
You showed me things I would never see, I think, I'm ready
By my side, you been waitin'
Respectfully and oh, so patient, I think, I'm ready
I feel it in my chest as I dance with you
Got so much control, you haven't made a move
You give me reassurance in the things you do
And that's why, I think, I'm ready
Baby, I'm not afraid to go the way
But it's my first time
And baby, I know you wanna change the speed
And I'ma let you take the lead but it's my first time
And baby, I'm not afraid to go the way
But it's my first time
And baby, I know you wanna change the speed
And I'ma let you take the lead, remember it's my first time
Arm in arm eye to eye
As the music plays emotions rise, I think, I'm ready
In your eyes, I see three words
Hold me tight 'cause I'm about burst, I think, I'm ready
I feel it in my chest as I dance with you
Got so much control, you haven't made a move
You give me reassurance in the things you do
And that's why, I think, I'm ready
Baby I'm not afraid to go the way
But it's my first time
Baby, I know you wanna change the speed
And I'ma let you take the lead but it's my first time
And baby I'm not afraid to go the way
But it's my first time
And baby, I know you wanna change the speed
And I'ma let you take the lead, remember it's my first time
It felt like"
40,still-in-love,2007,beyonce-knowles,Pop,"I love you
I love you
I love you
Baby I love you
You are my life
My happiest moments weren't complete
If you weren't by my side
You're my relation In connection to the sun
With you next to me There's no darkness I can't overcome
You are my raindrop I am the sea
With you and God,who's my sunlight I bloom and grow so beautifully
Baby, I'm so proud so proud to be your girl
You make the confusion Go all away
From this cold and messed up world
[Chorus]
I am in love with you
You set me free
I can't do this thing
Called life without you here with me
'Cause I'm Dangerously In Love with you
I'll never leave
Just keep lovin' me
The way I love you loving me
And I know you love me
Love me for who I am
'Cause years before I became who I am Baby you
Were my man
I know it ain't easy Easy loving me
I appreciate the love and dedication
From you to me
Later on in my destiny I see myself having
Your child I see myself being your wife
And I see my whole future in your eyes
Thought of all my love for you sometimes make me wanna cry
Realize all my blessings
I'm grateful To have you by my side
[Chorus]
Every time I see your face
My heart smiles
Every time it feels so good
It hurts sometimes
Created in this world To love, to hold, To
Feel, To breathe, To love you
Dangerously in love
[Chorus]
Dangerously,
Dangerous,
Dangerously in love with you
Oh I love you I love you I love you I love
You..."
41,daddy-hidden-track,2007,beyonce-knowles,Pop,"I remember, when you used to take me
On a bike ride every day, on the bayou
(Remember that? We were inseparable)
And I remember when you could do no wrong
You come home from work and I jump in your arms when I saw you
(I was so excited)
I was so happy to see you, ooh
(So happy to see you)
Because you loved me, I overcome, yeah
And I'm so proud of what you've become, yeah
You've given me such security
No matter what mistakes I make, you're there for me
You cure my disappointments
And you heal my pain
You understood my biz and you protected me
I treasure every year in place a comemory
And that's why, I want my unborn son
To be like, my daddy
I want my husband to be like, my daddy
There is no one else like, my daddy
And I thank you for lovin' me
Daddy daddy, daddy daddy
Daddy daddy, daddy daddy
Daddy daddy, daddy daddy
Daddy daddy, daddy daddy
I still remember the expression on your face
When you found out I'd been on a date and had a boyfriend
(My first boyfriend, you shoulda seen your face)
I still remember, I called you cryin'
'Cuz of my tattoo, coulda said, ""Beyonce, I told ya so""
Instead you said you'd get one too
(You and my momma said ya'll get one just like mine)
Words can't express my boundless gratitude for you
I appreciate what you do, ohh
You've given me tight security
No matter what mistakes I know, you're there for me
You killed my disappointments and you heal my pain
You understood by biz and you protected me
I treasure every extraordinary memory, that's why
My unborn son to be like, my daddy
I want my husband to be like, my daddy
There is no one else like, my daddy
And I thank you for lovin' me
Even if my man broke my heart today
No matter how much pain I'm in, I will be okay
'Cause I got a man in my life that can't be replaced
For this love is unconditional, it won't go away
I know I'm lucky, know it ain't easy
For men who take care of their responsibilities
Love is overwhelming, Lord why did you pick me?
Can't stop my tears from falling, I love you so much daddy
([Inaudible] to be like my daddy)
(Thank you, you've done so much for me, I love you, daddy)
([Inaudible] to be like my daddy)
I get so emotional daddy, every time I think of you
(There is no one else like my daddy)
I get so emotional daddy, every time I think of you
(I thank you)
There is no one else like my daddy
(There is no one else like my daddy)
No one else replace my daddy"
42,angel,2007,beyonce-knowles,Pop,"This is for my fans
(Uhu, uhu)
This is for my destiny
(Uhu, uhu)
This is for my fans
(Uhu, uhu)
This is for my future love
(Uhu, uhu)
This is for my best friend
(Uhu, uhu)
This is for my future children
(Uhu, uhu)
This is for my mother
This is for the mother future
You were my best friend and I love you
You were always there to love me
When I didn't even love myself
You bring out the best in me
And I thank you
Thank you for my life
Thanks for your advise, your wisdom
And your strength
My earth angel
Thank you work so grateful
For trusting me and loving me
You love unconditionally
My earth angel
Thank you work so grateful
For trusting me and loving me
You love unconditionally
You are my messenger from heaven
No matter how unhappy I become
You always try a way to make me smile
And I admire you
For you're pure heart
You always giving all of you
To everyone around you
And I pray we never part of
My earth angel
Thank you work so grateful
For trusting me and loving me
You love unconditionally
My earth angel
Thank you work so grateful
For trusting me and loving me
You love unconditionally
And if you wasn't for you
And if I didn't know you
And if you never reached me
And if you didn't teach me
I wouldn't be, who I am right now
I wouldn't give, what I give right now
I wouldn't think, what I think right now
I'm thanking you, I'm thanking you
My earth angel
Thank you work so grateful
For trusting me and loving me
You love unconditionally
My earth angel
Thank you work so grateful
For trusting me and loving me
You love unconditionally
My earth angel
Thank you work so grateful
For trusting me and loving me
You love unconditionally
My earth angel
Thank you work so grateful
For trusting me and loving me
You love unconditionally"
43,diamonds,2007,beyonce-knowles,Pop,"Square-cut or pear shaped,
These rocks don't lose their shape.
Diamonds are a girls best friend.
Diamonds are a girls best friend.
Diamonds! Diamonds!
I don't mean rhinestones!"
44,everthing-i-do,2007,beyonce-knowles,Pop,"Every step I make
And every breath I take
I took 'cause I can't wait
To be closer to you
Baby, you're so sweet
You give me cavities
I get a stomach ache
If I can't be with you
At night I fall asleep
And I don't want to wake up
'Cause you are in my dreams
A heavenly creation
In the body that
I only want to share with you
Hey
[Chorus]
Everything I do is just for you
Countin' every second till we rendezvous
And I can't wait
To give my love to you
'Cause everything I do is just for you
Baby, we will never finish
To be continued
Separation can't change
The love I feel for you
I'm gonna definitely be affectionate
Snuggle up tonight--let's get real intimate
'Cause only you can satisfy my appetite
'Cause when it comes to love
You get me get so excited
When I taste your lips
My body melts in bliss every time
[Chorus: x2]
You are my (you are my)
Universe (universe)
Everything I want and
Everything I need and
Everything worth waiting for
For better or for worse
Constant craving
Your love enslaves me, oh
[Chorus]
Give it to me, baby
I want to give it to you
Give it to me, baby
I can't wait
'Cause everything I do is just for you
Everything I do is just for you
Countin' every second till we rendezvous
I can't wait
'Cause everything I do is just for you
Everything I do is just for you
Countin' every second till we rendezvous
And I can't wait
To give my love to you
'Cause everything I do is just for you"
45,world-wide-woman-www,2007,beyonce-knowles,Pop,"(Chorus)
I'm a world wide woman, WWW
You can log on anywhere, Your girl can take you there.
World Wide Woman, WWW
You know I'm the type of girl., I'm a
World wide woman, WWW
You can log on anywhere, Your girl can take you there.
World Wide Woman, WWW
You know I'm the type of girl.
(Verse 1)
International, no specific area code
Whether it's them project homes
Overseas, on them cobble stone roads.
I can just about upload, What you need, and all the essentials
Believe me I'm whatcha looking for
Login B backslash O N C, E baby.
(Chorus)
I'm a world wide woman, WWW
You can log on anywhere, Your girl can take you there.
World Wide Woman, WWW
You know I'm the type of girl., I'm a
World wide woman, WWW
You can log on anywhere, Your girl can take you there.
World Wide Woman, WWW
You know I'm the type of girl.
(Verse 2)
If it's like a MAC you own
Maximize the full potential
Baby if you connect with me
Im just like your high speed cable.
Even if you gotta fly
To where they drive, on the passenger side
I'll be the like the Autobahn
When you get on, You wont know how to let go.
Browsing won't do
You got 2 click right here come find me
I'll assure you
The places you've never been I'll take you.
(Chorus)
I'm a world wide woman, WWW
You can log on anywhere, Your girl can take you there.
World Wide Woman, WWW
You know I'm the type of girl., I'm a
World wide woman, WWW
You can log on anywhere, Your girl can take you there.
World Wide Woman, WWW
You know I'm the type of girl.
(Bridge)
I want love, like any World Wide Woman would need
I know you think that can't be
Still got sensitivity
In my world, it's hard to get authenticity
but you feel so damn real to me
Come take the lead
Enjoy this world with me
(Chorus x2)
I'm a world wide woman, WWW
You can log on anywhere, Your girl can take you there.
World Wide Woman, WWW
You know I'm the type of girl., I'm a
World wide woman, WWW
You can log on anywhere, Your girl can take you there.
World Wide Woman, WWW
You know I'm the type of girl."
46,what-s-good-with-you,2007,beyonce-knowles,Pop,"[ verse 1 ]
Babe
Got to know one thing before you ask my name
Be straight up and tell me whats your aim
A girl like me see i dont play no games ( no no )
That's why I say
If you want to be with me go all the way
Do what you go to do just in this stage
Is it real or is this just a fake
tell me
What's good with you baby
Want to get to know me
What's really good bay baby
Do you have a lady
been in the hood lately
Where you from and where you be
What's good with you baby
What's good with you baby
[ verse 2 ]
Babe
Your sitting over there tryna figure out what to say
Make up your mind right now dont contemplate
You know that i dont have time to waste ( no no )
Where do we go
What this thing could be we'll never know
There is just no way that we can flow
If you aint being honest from the go ( tell me )
[ chorus ]
What's good with you baby
Want to get to know me
What's really good baby
Do you have a lady
been in the hood lately
Where you from and where you be
What's good with you baby
What's good with you baby
[ bridge ]
Dont try playing with my mind
Boy i dont have no time
For something that i know aint good for me
Dont hesitate to say
You feel the inner strength
Want to know
Should i take the chance with you
[ chorus ]
What's good with you baby
Want to get to know me
What's really good baby
If you have a lady
been in the hood lately
Where you from and where you be
What's good with you baby
What's good with you baby
What's good with you baby
Want to get to know me
What's really good baby
Do you have a lady
been in the hood lately
Where you from and where you be
What's good with you baby
What's really good baby
What's good with you baby
What's really good baby
been in the hood lately
What's good with you baby"
